row_id,bucket,original_priority,feature,source_status,area,comparison_citation,primary_package,decision_flags,planning_note,current_scope,current_package,scope_change_reason,current_boundary
317,Release 1,R1-171,Point-in-time recovery and a tested restore,IN-SPEC (not built),Platform,"MP PL-2, PL-3; AC-60",W18,D12,,Later,,Recovery explicitly deferred; no restore/PITR release gate.,
315,Release 1,R1-172,Chain / multi-store data model,EXPLICITLY-DEFERRED,Platform,"MP §6, multi-site frozen until after G3; AC §6 ACC-09",W01,D08,,Later,,Supporting group model deferred with group capacity.,
13,Later,Later,Facebook Pixel on the widget,NOT-MENTIONED,Booking widget / customer front door,HT§10 lists Pixel as deferrable,,,,Later,,,
12,Later,Later,Google Tag Manager on the widget,NOT-MENTIONED,Booking widget / customer front door,HT§10 lists GTM as deferrable,,,,Later,,,
10,Later,Later,Allow coupon entry at booking,NOT-MENTIONED,Booking widget / customer front door,"Coupons named ""plausibly deferrable"", HT§10",,,,Later,,,
5,Later,Later,Widget language selection,NOT-MENTIONED,Booking widget / customer front door,—,,,,Later,,,
40,Later,Later,Server-side overlap prevention on staff moves,IN-SPEC (not built),Calendar / diary,WS §1 and §4 W0 item 1; MP DS-8 (D9),,D09,Later; existing staff sequential overlap checks already present. Preserve them; atomic customer reservation is W05.,Later,,,
71,Later,Later,Link another job (several jobs per visit),NOT-MENTIONED,Job card,—,,,,Later,,,
72,Later,Later,Schedule multiple jobs per customer in one pass,NOT-MENTIONED,Job card,—,,,,Later,,,
74,Later,Later,Send-to / share icon,NOT-MENTIONED,Job card,—,,,,Later,,,
77,Later,Later,QR code to upload from a mobile device,NOT-MENTIONED,Job card,—,,,,Later,,,
81,Later,Later,Internal notes (employees only),IN-SPEC (not built),Job card,WS §4 W1 item 7; MP WS-3,,,,Later,,,
82,Later,Later,External notes tier,IN-SPEC (not built),Job card,"WS §4 W0 item 3, ""single `notes` field … with no internal/visible split""",,,,Later,,,
83,Later,Later,Customer-visible notes tier,IN-SPEC (not built),Job card,MP WS-3,,,,Later,,,
88,Later,Later,Total expressed as time and money,IN-SPEC (not built),Job card,"MP CX-0 ""Labour lines — a time and a rate""; AC §6 JOB-12–13",,,,Later,,,
89,Later,Later,Job timer start/stop on the card,NOT-MENTIONED,Job card,HT§10 item 3,,,,Later,,,
90,Later,Later,Globally floating active-timer widget,NOT-MENTIONED,Job card,—,,,,Later,,,
91,Later,Later,Checklist alerts that block closing the job,IN-SPEC (not built),Job card,MP INS-1; HT§10 item 5,,,,Later,,,
101,Later,Later,Service History tab on the item,BUILT-in-app,Job card,"WS §2, ""Service history on repeat visits — Partial, per bike only""",,,,Later,,,
102,Later,Later,Service history across other stores in a chain,EXPLICITLY-DEFERRED,Job card,"MP §6, multi-site frozen until after G3; AC §6 ACC-09",,D08,,Later,,,
107,Later,Later,Explicit allowed transitions (state machine),IN-SPEC (not built),"Statuses, SLA and workflow rules","WS §2, ""no state machine""; AC §6 JOB-02",,D09,"Later; W03 proposes validated commands, not a configurable workflow editor.",Later,,,
120,Later,Later,Workshop bays as a first-class field,NOT-MENTIONED,"Statuses, SLA and workflow rules",HT§10 item 6,,,,Later,,,
131,Later,Later,Warranty Work Started template,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
132,Later,Later,Waiting for Client template,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
129,Later,Later,Waiting for Work template,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
130,Later,Later,Job Started template,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
134,Later,Later,Multi Quote Approval template,NOT-MENTIONED,Messaging — templates,HT§10 lists multi-quote options as deferrable,,,,Later,,,
135,Later,Later,Waiting for Parts template,IN-SPEC (not built),Messaging — templates,"MP WS-2, ""waiting-for-parts messages send and are logged""",,,,Later,,,
136,Later,Later,"Waiting for Parts - Delay, automatic after 96 h",NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
138,Later,Later,Bike Collected template,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
140,Later,Later,Delivery Booked template,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
141,Later,Later,6-month service reminder,IN-SPEC (not built),Messaging — templates,"MP WS-6, ""Service reminders … sent on a schedule from the bike's job history""",,,,Later,,,
142,Later,Later,Post-service follow-up (3 days after),IN-SPEC (not built),Messaging — templates,AC §6 COM-04/07/09,,,,Later,,,
143,Later,Later,12-month reminder if no service since,IN-SPEC (not built),Messaging — templates,MP WS-6,,,,Later,,,
144,Later,Later,Pre-approved message,BUILT-in-prototype,Messaging — templates,"PD ""Authorisation"", advance permission up to a spending limit; OV P-07",,,,Later,,,
145,Later,Later,Bike-not-collected message and reminder,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
147,Later,Later,Waiver Signed message,NOT-MENTIONED,Messaging — templates,HT§10 lists waivers as deferrable,,,,Later,,,
149,Later,Later,Bike Sale and Bike Sale Follow-up messages,NOT-MENTIONED,Messaging — templates,—,,,,Later,,,
150,Later,Later,"Configurable timers behind the templates (reminder hours, follow-up days, 6/12 months, 2-then-4 days)",NOT-MENTIONED,Messaging — templates,—,,D05,,Later,,,
151,Later,Later,Suppression / opt-out rechecked at send time,IN-SPEC (not built),Messaging — templates,AC-51; WS §5 rules 6 and 7,,D05,Later; send-time preference enforcement proposed under D05.,Later,,,
158,Later,Later,Bring-your-own Ikeono,NOT-MENTIONED,Messaging — channels,—,,,,Later,,,
159,Later,Later,Bring-your-own Podium,NOT-MENTIONED,Messaging — channels,—,,,,Later,,,
165,Later,Later,Provider-balance / revoked-credential error surface,IN-SPEC (not built),Messaging — channels,AC-50,,D05,Later; actionable provider failure handling proposed under D05.,Later,,,
170,Later,Later,Multi-quote options,NOT-MENTIONED,Quotes and approval,HT§10 deferrable,,,,Later,,,
172,Later,Later,Send quote to the POS,IN-SPEC (not built),Quotes and approval,"AC-36; AC §6 ""Missing: external account connection""",,D07,,Later,,,
178,Later,Later,No browsable customer list,IN-SPEC (not built),Customers and items,MP WS-8 implies a staff-side customer list (merge queue),,,,Later,,,
180,Later,Later,Referral code on the customer,NOT-MENTIONED,Customers and items,—,,,,Later,,,
185,Later,Later,"Item fields: manufacturer, model, year, colour, size, type",IN-SPEC (not built),Customers and items,WS §4 W3 item 14; MP BIKE-1,,D06,,Later,,,
187,Later,Later,Transfer a bike between customers,NOT-MENTIONED,Customers and items,—,,,,Later,,,
188,Later,Later,Duplicate-serial detection,IN-SPEC (not built),Customers and items,"AC §6 BIKE-07, ""Duplicate serial detection is not proof of identity or ownership""",,,,Later,,,
189,Later,Later,Project 529 Garage stolen-bike check,NOT-MENTIONED,Customers and items,WS §5 rule 11 and MP §10.5 discuss registries (Bike Index) but not 529,,,,Later,,,
190,Later,Later,Bike spec autofill from a data source,IN-SPEC (not built),Customers and items,"WS §3; MP BIKE-2, blocked on 99spokes terms",,,,Later,,,
194,Later,Later,All-services checklist flag,NOT-MENTIONED,Checklists and service questions,—,,,,Later,,,
197,Later,Later,Checklist attached per service type,NOT-MENTIONED,Checklists and service questions,—,,,,Later,,,
198,Later,Later,Photos per inspection item,IN-SPEC (not built),Checklists and service questions,WS §4 W2 item 11; MP CX-2,,,,Later,,,
205,Later,Later,Per-channel service description,NOT-MENTIONED,Service types,—,,,,Later,,,
206,Later,Later,Per-service-type technician list,NOT-MENTIONED,Service types,—,,,,Later,,,
207,Later,Later,Per-service-type message template,NOT-MENTIONED,Service types,—,,,,Later,,,
208,Later,Later,Price and duration snapshotted at booking,IN-SPEC (not built),Service types,AC-23,,D02,Later; W04 proposes amount/duration snapshots as necessary internal correctness. Resolve explicitly before dependent implementation.,Later,,,"Historical No/Later retained; P03 proposes exact approved-offer/version preservation as internal quote correctness, not a new user setting. Reviewable interpretation."
216,Later,Later,Two-factor authentication (Google Authenticator),IN-SPEC (not built),"Staff, hours and leave","AC §6 ACC-06, ""select supported factors and recovery policy explicitly""",,,,Later,,,
226,Later,Later,Trustpilot / Google Reviews URLs,NOT-MENTIONED,Shop settings,—,,,,Later,,,
230,Later,Later,Subscription management page,EXPLICITLY-DEFERRED,Shop settings,"MP BIL-1, ""Not before G3""; CT §6.3, software completely free",,,,Later,,,
231,Later,Later,Published tiered pricing (Lite / Professional / Premium),EXPLICITLY-DEFERRED,Shop settings,"CT §6.3; PD ""Purpose and commercial position"", pricing undecided",,,,Later,,,
233,Later,Later,Take a deposit during online booking,EXPLICITLY-DEFERRED,"Payments, deposits and coupons","WS §4 ""Deliberately deferred"": ""Deposits at booking""",,D04,"Same booking deposit as R1 row 26; pending D04, not silently promoted.",Later,,,
234,Later,Later,"Coupons (code, redeem method, type, value, expiry, redemptions)",NOT-MENTIONED,"Payments, deposits and coupons",HT§10 deferrable,,,,Later,,,
235,Later,Later,Gift cards,EXPLICITLY-DEFERRED,"Payments, deposits and coupons","AC-46, gift balances must be explicitly handled or cutover blocked; MP §6 does not include them",,,,Later,,,
239,Later,Later,Billing stub separated from real settlement,BUILT-in-prototype,"Payments, deposits and coupons","PD ""Billing""; OV P-11, ""billing stub is present and disabled""",,,,Later,,,
241,Later,Later,"""Send to third party only"" for quote approval",NOT-MENTIONED,Third parties (insurer / employer payers),—,,,,Later,,,
242,Later,Later,Pick-ups and deliveries scheduling module,NOT-MENTIONED,Pick-up and delivery,HT§10 lists pick-up and delivery scheduling as deferrable,,,,Later,,,
243,Later,Later,Pick-ups nav section and setup flow,NOT-MENTIONED,Pick-up and delivery,—,,,,Later,,,
244,Later,Later,Customer books a delivery from a link,NOT-MENTIONED,Pick-up and delivery,—,,,Later; R1 delivery-link template 139 requires a real external destination or explicit decision.,Later,,,
245,Later,Later,Collections options,IN-SPEC (not built),Pick-up and delivery,"AC §6 ""Missing: workshop custody"" — ""collection and authorized collector""",,,,Later,,,
247,Later,Later,Authorised-collector verification,IN-SPEC (not built),Pick-up and delivery,"AC-34, ""Payment does not prove collection authority""",,,,Later,,,
254,Later,Later,Bike-sale follow-up nudging a service,IN-SPEC (not built),Bike sale,"MP WS-6, service reminders from job history",,,,Later,,,
255,Later,Later,Pre-service waiver signed on the widget before scheduling,NOT-MENTIONED,Waivers,HT§10 lists waivers as deferrable,,,,Later,,,
256,Later,Later,Post-service waiver with optional technician and manager signature,NOT-MENTIONED,Waivers,—,,,,Later,,,
257,Later,Later,A named report catalogue with date ranges,NOT-MENTIONED,Reports,AC §6 DONE-04/REP-05 addresses one VAT report only,,,,Later,,,
261,Later,Later,"Export reports (customers, products, services, work orders)",IN-SPEC (not built),Reports,"MP TILL-3; AC-62, staff-assisted export",,,,Later,,,
262,Later,Later,"Financial reports (future work, invoices paid)",NOT-MENTIONED,Reports,—,,,,Later,,,
263,Later,Later,Gift-card reports,NOT-MENTIONED,Reports,—,,,,Later,,,
265,Later,Later,Inventory-on-incomplete-jobs report,NOT-MENTIONED,Reports,—,,,,Later,,,
266,Later,Later,Item manufacturer split report,NOT-MENTIONED,Reports,—,,,,Later,,,
267,Later,Later,Referral report,NOT-MENTIONED,Reports,—,,,,Later,,,
268,Later,Later,Item sales report,BUILT-in-app,Reports,"MP §3, ""sales history, dashboard""",,,,Later,,,
270,Later,Later,Time-in-status summary and detail,NOT-MENTIONED,Reports,HT§10 item 8,,,,Later,,,
272,Later,Later,"Workshop performance (ratings, turnaround, availability, services performed)",EXPLICITLY-DEFERRED,Reports,"WS §4 ""Deliberately deferred""",,,,Later,,,
274,Later,Later,Jobs-per-shop-per-week usage dashboard,IN-SPEC (not built),Reports,MP DP-5,,,,Later,,,
275,Later,Later,Excel job-import template,IN-SPEC (not built),Imports and migration,"HT§10 item 9; AC §6 ""Missing: migration readiness""",,,,Later,,,
277,Later,Later,Historical sales / refunds / notification history import,IN-SPEC (not built),Imports and migration,"AC-45, ""No current stock deduction, new tax calculation, message send""",,,,Later,,,
280,Later,Later,Cutover authority and rollback limit,IN-SPEC (not built),Imports and migration,"AC-48; AC §6 ""Missing: migration readiness""",,D07,Later; W13 must not promise till cutover; safe ownership/reconciliation for live writes still required.,Later,,,
281,Later,Later,Live till integration and migration,EXPLICITLY-DEFERRED (prototype),Imports and migration,"PD ""Deferred beyond the prototype""",,D07,,Later,,,
289,Later,Later,Vend / Shopify / Xero / Teamwork connectors,BUILT-in-app (Shopify only),POS integration,"MP §3, ""Shopify integration""",,,,Later,,,
290,Later,Later,Citrus-Lime connector,EXPLICITLY-DEFERRED,POS integration,"MP §1, ""Build for Lightspeed, not Citrus-Lime""; CT §6.2",,,,Later,,,
293,Later,Later,Purchase orders with split deliveries,BUILT-in-app,POS integration,"MP §3, ""purchase orders with split deliveries""",,,,Later,,,
295,Later,Later,Receipt Designer (template editor),NOT-MENTIONED,Printing,HT§10 lists the receipt template designer as deferrable,,,,Later,,,
296,Later,Later,"Print options: logo, checklist, line barcode, QR",NOT-MENTIONED,Printing,—,,,,Release 1 (partial),P08,User explicitly requires scannable QR on printed bike tags.,Only QR tag slice; other receipt/print customisation remains Later.
303,Later,Later,In-app changelog,IN-SPEC (not built),Community and referral,"MP WEB-1, the public website includes a changelog; MP §7, Jack owns the changelog",,,,Later,,,
304,Later,Later,In-app help centre,IN-SPEC (not built),Community and referral,"MP WEB-1, ""help""",,,,Later,,,
305,Later,Later,Service ratings by the customer,NOT-MENTIONED,Community and referral,—,,,,Later,,,
306,Later,Later,Technician leaderboard,EXPLICITLY-DEFERRED,Community and referral,"WS §4 ""Deliberately deferred"": technician efficiency reporting",,,,Later,,,
307,Later,Later,"Browser-based shop side, no native staff app",IN-SPEC (not built),Mobile and devices,"WS §2, ""Mobile/tablet access — Partial: browser only, not designed for the shop floor""",,D11,,Later,,,
308,Later,Later,Fully responsive shop and customer surfaces,BUILT-in-prototype,Mobile and devices,"PD ""Devices""; OV P-13, layout checks at 320/390/768/1440px",,D11,,Later,,,
310,Later,Later,Phone camera capture of media,BUILT-in-prototype (device capture unproven),Mobile and devices,"OV change 2 and OV ""Not proven"", ""Physical-phone camera capture""",,D11,,Later,,,
311,Later,Later,QR route to upload from a phone,NOT-MENTIONED,Mobile and devices,—,,,,Later,,,
15,Not for us,No,"Customer picks a date only, no time of day",IN-SPEC (not built),Booking widget / customer front door,"PD ""Booking"": shops choose exact appointments or day-based drop-offs — ours offers both; AC-18",,D06,"No; D06 proposes interpreting this as rejecting date-only-exclusive booking, retaining R1 drop-off mode.",Not for us,,,
9,Not for us,No,"""Where did you hear about us"" capture",NOT-MENTIONED,Booking widget / customer front door,—,,,,Not for us,,,
30,Not for us,No,2-week view,NOT-MENTIONED,Calendar / diary,—,,,,Not for us,,,
34,Not for us,No,Per-technician iCal subscription link,NOT-MENTIONED,Calendar / diary,—,,,,Not for us,,,
44,Not for us,No,Labour goals shown on the calendar,NOT-MENTIONED,Calendar / diary,—,,,,Not for us,,,
45,Not for us,No,Labour totals and revenue on the day slide-out,NOT-MENTIONED,Calendar / diary,—,,,,Not for us,,,
51,Not for us,No,Job list as a table,BUILT-in-app,Job list (Services),"MP §3 (workshop diary and jobs); WS §2 ""Digital work order with status""",,D06,,Not for us,,,
55,Not for us,No,Job list CSV export,IN-SPEC (not built),Job list (Services),"MP TILL-3, ""CSV export of everything""",,,,Not for us,,,
57,Not for us,No,Column: original booking date,NOT-MENTIONED,Job list (Services),HT§10 item 4 names original date as parity,,,,Not for us,,,
58,Not for us,No,Column: days since original date (ageing),NOT-MENTIONED,Job list (Services),HT§10 item 4,,,,Not for us,,,
59,Not for us,No,Bulk cancel,NOT-MENTIONED,Job list (Services),—,,,,Not for us,,,
60,Not for us,No,Bulk collect,NOT-MENTIONED,Job list (Services),—,,,,Not for us,,,
61,Not for us,No,Bulk complete,NOT-MENTIONED,Job list (Services),—,,,,Not for us,,,
69,Not for us,No,Service type on the card,IN-SPEC (not built),Job card,"AC §6 BOOK-04, ""portal uses bookable services, snapshots duration""",,D06,,Not for us,,,
95,Not for us,No,"""Bike is here"" default",IN-SPEC (not built),Job card,"AC §6 ""Missing: workshop custody"" — check-in, ready, collection",,,,Not for us,,,
119,Not for us,No,Revised completion estimate visible to the customer,BUILT-in-prototype,"Statuses, SLA and workflow rules","PD ""Delays""; OV P-10",,,,Not for us,,,
146,Not for us,No,Delivery-not-booked message and reminder,NOT-MENTIONED,Messaging — templates,—,,,,Not for us,,,
148,Not for us,No,"Fitting message set (booked, reminder, completed, 6-month follow-up, waiver)",NOT-MENTIONED,Messaging — templates,HT§10 lists fittings as deferrable,,,,Not for us,,,
156,Not for us,No,Resold SMS credit bundles,EXPLICITLY-DEFERRED,Messaging — channels,"CT §6.3, ""Rejected alternative: reselling messaging credits""",,,,Not for us,,,
163,Not for us,No,Message bundles page,EXPLICITLY-DEFERRED,Messaging — channels,"CT §6.3 (no resale, therefore no bundles)",,,,Not for us,,,
169,Not for us,No,Approval bound to an immutable estimate version,IN-SPEC (not built),Quotes and approval,AC-26; PD constraint 5; AC §6 INS-04–05,,D02,"No; version-bound approval is proposed internal requirement, pending D02.",Not for us,,,"Historical No/Later retained; P03 proposes exact approved-offer/version preservation as internal quote correctness, not a new user setting. Reviewable interpretation."
171,Not for us,No,"""Send to third party only"" for approval",NOT-MENTIONED,Quotes and approval,—,,,,Not for us,,,
173,Not for us,No,Approved lines flow into the job's order with no re-entry,IN-SPEC (not built),Quotes and approval,WS §4 W2 item 13; MP INS-3,,D02,No; D02 must decide reviewed application of approved work; no automatic order transfer assumed.,Not for us,,,
186,Not for us,No,Serial number on the item,BUILT-in-app,Customers and items,"WS §4 W3 item 14, ""Index `serial_number`; it currently has no index""",,D06,No; do not delete existing serial data; D06 resolves item editor overlap.,Not for us,,,
215,Not for us,No,Technician count capped by subscription tier,NOT-MENTIONED,"Staff, hours and leave","CT §6.3, software is completely free",,,,Not for us,,,
218,Not for us,No,Mechanic cannot operate the till but can edit work,IN-SPEC (not built),"Staff, hours and leave",AC-25,,,"No; specific mechanic preset excluded, W02 still needs an explicit permissions matrix.",Not for us,,,
227,Not for us,No,Insight report emails (daily productivity and finance),NOT-MENTIONED,Shop settings,—,,,,Not for us,,,
246,Not for us,No,Vehicle utilisation reporting,NOT-MENTIONED,Pick-up and delivery,—,,,,Not for us,,,
249,Not for us,No,Bike fitting as a distinct service line,NOT-MENTIONED,Bike fittings,HT§10 lists fittings as deferrable,,,,Not for us,,,
250,Not for us,No,"Fitting statuses (Appointment scheduled, Fitting completed)",NOT-MENTIONED,Bike fittings,—,,,,Not for us,,,
251,Not for us,No,Bike Fittings setup page,NOT-MENTIONED,Bike fittings,—,,,,Not for us,,,
252,Not for us,No,Fitting waivers,NOT-MENTIONED,Bike fittings,—,,,,Not for us,,,
259,Not for us,No,"""How did they hear about us"" report",NOT-MENTIONED,Reports,—,,,,Not for us,,,
260,Not for us,No,Customer and retention reports,NOT-MENTIONED,Reports,—,,,,Not for us,,,
269,Not for us,No,Rescheduled-bookings report,NOT-MENTIONED,Reports,—,,,,Not for us,,,
286,Not for us,No,Special orders originating in the workshop system,IN-SPEC (not built),POS integration,"AC §6 PUR-06/JOB-11, ""define one job-to-purchase relationship and its receiving/replanning lifecycle""",,,,Not for us,,,
299,Not for us,No,Signed one-page print-agent installer,IN-SPEC (not built),Printing,"MP PF-3, ""Partial … it is explicitly unsigned""; AC §6 FD-05/HW-04",,D11,,Not for us,,,
300,Not for us,No,In-product community feed,IN-SPEC (not built),Community and referral,"MP FOR-1, community forum private to design partners; AC §6 FD-05",,,,Not for us,,,
301,Not for us,No,Shop Rides widget,NOT-MENTIONED,Community and referral,HT§10 lists community posts and rides as deferrable,,,,Not for us,,,
302,Not for us,No,Refer & Earn / referral earnings,NOT-MENTIONED,Community and referral,HT§10 lists referral earnings as deferrable,,,,Not for us,,,
309,Not for us,No,Mechanic inspection on a phone,BUILT-in-prototype,Mobile and devices,"PD ""Inspection""; OV P-06",,D11,,Not for us,,,
312,Not for us,No,Consumer-facing rider app,EXPLICITLY-DEFERRED,Mobile and devices,"MP §6, ""the rider-owned shareable bike record"" frozen until after G3",,,,Not for us,,,
313,Not for us,No,Workshop display screens,EXPLICITLY-DEFERRED,Mobile and devices,"WS §4 ""Deliberately deferred"": ""workshop display screens""",,,,Not for us,,,
