row_id,bucket,original_priority,feature,source_status,area,comparison_citation,primary_package,decision_flags,planning_note
151,Later,Later,Suppression / opt-out rechecked at send time,IN-SPEC (not built),Messaging — templates,AC-51; WS §5 rules 6 and 7,,D05,Later; send-time preference enforcement proposed under D05.
158,Later,Later,Bring-your-own Ikeono,NOT-MENTIONED,Messaging — channels,—,,,
159,Later,Later,Bring-your-own Podium,NOT-MENTIONED,Messaging — channels,—,,,
165,Later,Later,Provider-balance / revoked-credential error surface,IN-SPEC (not built),Messaging — channels,AC-50,,D05,Later; actionable provider failure handling proposed under D05.
170,Later,Later,Multi-quote options,NOT-MENTIONED,Quotes and approval,HT§10 deferrable,,,
172,Later,Later,Send quote to the POS,IN-SPEC (not built),Quotes and approval,"AC-36; AC §6 ""Missing: external account connection""",,D07,
178,Later,Later,No browsable customer list,IN-SPEC (not built),Customers and items,MP WS-8 implies a staff-side customer list (merge queue),,,
180,Later,Later,Referral code on the customer,NOT-MENTIONED,Customers and items,—,,,
185,Later,Later,"Item fields: manufacturer, model, year, colour, size, type",IN-SPEC (not built),Customers and items,WS §4 W3 item 14; MP BIKE-1,,D06,
187,Later,Later,Transfer a bike between customers,NOT-MENTIONED,Customers and items,—,,,
188,Later,Later,Duplicate-serial detection,IN-SPEC (not built),Customers and items,"AC §6 BIKE-07, ""Duplicate serial detection is not proof of identity or ownership""",,,
189,Later,Later,Project 529 Garage stolen-bike check,NOT-MENTIONED,Customers and items,WS §5 rule 11 and MP §10.5 discuss registries (Bike Index) but not 529,,,
190,Later,Later,Bike spec autofill from a data source,IN-SPEC (not built),Customers and items,"WS §3; MP BIKE-2, blocked on 99spokes terms",,,
194,Later,Later,All-services checklist flag,NOT-MENTIONED,Checklists and service questions,—,,,
197,Later,Later,Checklist attached per service type,NOT-MENTIONED,Checklists and service questions,—,,,
198,Later,Later,Photos per inspection item,IN-SPEC (not built),Checklists and service questions,WS §4 W2 item 11; MP CX-2,,,
205,Later,Later,Per-channel service description,NOT-MENTIONED,Service types,—,,,
206,Later,Later,Per-service-type technician list,NOT-MENTIONED,Service types,—,,,
207,Later,Later,Per-service-type message template,NOT-MENTIONED,Service types,—,,,
208,Later,Later,Price and duration snapshotted at booking,IN-SPEC (not built),Service types,AC-23,,D02,Later; W04 proposes amount/duration snapshots as necessary internal correctness. Resolve explicitly before dependent implementation.
216,Later,Later,Two-factor authentication (Google Authenticator),IN-SPEC (not built),"Staff, hours and leave","AC §6 ACC-06, ""select supported factors and recovery policy explicitly""",,,
226,Later,Later,Trustpilot / Google Reviews URLs,NOT-MENTIONED,Shop settings,—,,,
230,Later,Later,Subscription management page,EXPLICITLY-DEFERRED,Shop settings,"MP BIL-1, ""Not before G3""; CT §6.3, software completely free",,,
231,Later,Later,Published tiered pricing (Lite / Professional / Premium),EXPLICITLY-DEFERRED,Shop settings,"CT §6.3; PD ""Purpose and commercial position"", pricing undecided",,,
233,Later,Later,Take a deposit during online booking,EXPLICITLY-DEFERRED,"Payments, deposits and coupons","WS §4 ""Deliberately deferred"": ""Deposits at booking""",,D04,"Same booking deposit as R1 row 26; pending D04, not silently promoted."
234,Later,Later,"Coupons (code, redeem method, type, value, expiry, redemptions)",NOT-MENTIONED,"Payments, deposits and coupons",HT§10 deferrable,,,
235,Later,Later,Gift cards,EXPLICITLY-DEFERRED,"Payments, deposits and coupons","AC-46, gift balances must be explicitly handled or cutover blocked; MP §6 does not include them",,,
239,Later,Later,Billing stub separated from real settlement,BUILT-in-prototype,"Payments, deposits and coupons","PD ""Billing""; OV P-11, ""billing stub is present and disabled""",,,
241,Later,Later,"""Send to third party only"" for quote approval",NOT-MENTIONED,Third parties (insurer / employer payers),—,,,
242,Later,Later,Pick-ups and deliveries scheduling module,NOT-MENTIONED,Pick-up and delivery,HT§10 lists pick-up and delivery scheduling as deferrable,,,
243,Later,Later,Pick-ups nav section and setup flow,NOT-MENTIONED,Pick-up and delivery,—,,,
244,Later,Later,Customer books a delivery from a link,NOT-MENTIONED,Pick-up and delivery,—,,,Later; R1 delivery-link template 139 requires a real external destination or explicit decision.
245,Later,Later,Collections options,IN-SPEC (not built),Pick-up and delivery,"AC §6 ""Missing: workshop custody"" — ""collection and authorized collector""",,,
247,Later,Later,Authorised-collector verification,IN-SPEC (not built),Pick-up and delivery,"AC-34, ""Payment does not prove collection authority""",,,
254,Later,Later,Bike-sale follow-up nudging a service,IN-SPEC (not built),Bike sale,"MP WS-6, service reminders from job history",,,
255,Later,Later,Pre-service waiver signed on the widget before scheduling,NOT-MENTIONED,Waivers,HT§10 lists waivers as deferrable,,,
256,Later,Later,Post-service waiver with optional technician and manager signature,NOT-MENTIONED,Waivers,—,,,
257,Later,Later,A named report catalogue with date ranges,NOT-MENTIONED,Reports,AC §6 DONE-04/REP-05 addresses one VAT report only,,,
261,Later,Later,"Export reports (customers, products, services, work orders)",IN-SPEC (not built),Reports,"MP TILL-3; AC-62, staff-assisted export",,,
262,Later,Later,"Financial reports (future work, invoices paid)",NOT-MENTIONED,Reports,—,,,
263,Later,Later,Gift-card reports,NOT-MENTIONED,Reports,—,,,
265,Later,Later,Inventory-on-incomplete-jobs report,NOT-MENTIONED,Reports,—,,,
266,Later,Later,Item manufacturer split report,NOT-MENTIONED,Reports,—,,,
267,Later,Later,Referral report,NOT-MENTIONED,Reports,—,,,
268,Later,Later,Item sales report,BUILT-in-app,Reports,"MP §3, ""sales history, dashboard""",,,
270,Later,Later,Time-in-status summary and detail,NOT-MENTIONED,Reports,HT§10 item 8,,,
272,Later,Later,"Workshop performance (ratings, turnaround, availability, services performed)",EXPLICITLY-DEFERRED,Reports,"WS §4 ""Deliberately deferred""",,,
274,Later,Later,Jobs-per-shop-per-week usage dashboard,IN-SPEC (not built),Reports,MP DP-5,,,
275,Later,Later,Excel job-import template,IN-SPEC (not built),Imports and migration,"HT§10 item 9; AC §6 ""Missing: migration readiness""",,,
277,Later,Later,Historical sales / refunds / notification history import,IN-SPEC (not built),Imports and migration,"AC-45, ""No current stock deduction, new tax calculation, message send""",,,
280,Later,Later,Cutover authority and rollback limit,IN-SPEC (not built),Imports and migration,"AC-48; AC §6 ""Missing: migration readiness""",,D07,Later; W13 must not promise till cutover; safe ownership/reconciliation for live writes still required.
281,Later,Later,Live till integration and migration,EXPLICITLY-DEFERRED (prototype),Imports and migration,"PD ""Deferred beyond the prototype""",,D07,
289,Later,Later,Vend / Shopify / Xero / Teamwork connectors,BUILT-in-app (Shopify only),POS integration,"MP §3, ""Shopify integration""",,,
290,Later,Later,Citrus-Lime connector,EXPLICITLY-DEFERRED,POS integration,"MP §1, ""Build for Lightspeed, not Citrus-Lime""; CT §6.2",,,
293,Later,Later,Purchase orders with split deliveries,BUILT-in-app,POS integration,"MP §3, ""purchase orders with split deliveries""",,,
295,Later,Later,Receipt Designer (template editor),NOT-MENTIONED,Printing,HT§10 lists the receipt template designer as deferrable,,,
296,Later,Later,"Print options: logo, checklist, line barcode, QR",NOT-MENTIONED,Printing,—,,,
303,Later,Later,In-app changelog,IN-SPEC (not built),Community and referral,"MP WEB-1, the public website includes a changelog; MP §7, Jack owns the changelog",,,
304,Later,Later,In-app help centre,IN-SPEC (not built),Community and referral,"MP WEB-1, ""help""",,,
305,Later,Later,Service ratings by the customer,NOT-MENTIONED,Community and referral,—,,,
306,Later,Later,Technician leaderboard,EXPLICITLY-DEFERRED,Community and referral,"WS §4 ""Deliberately deferred"": technician efficiency reporting",,,
307,Later,Later,"Browser-based shop side, no native staff app",IN-SPEC (not built),Mobile and devices,"WS §2, ""Mobile/tablet access — Partial: browser only, not designed for the shop floor""",,D11,
308,Later,Later,Fully responsive shop and customer surfaces,BUILT-in-prototype,Mobile and devices,"PD ""Devices""; OV P-13, layout checks at 320/390/768/1440px",,D11,
310,Later,Later,Phone camera capture of media,BUILT-in-prototype (device capture unproven),Mobile and devices,"OV change 2 and OV ""Not proven"", ""Physical-phone camera capture""",,D11,
311,Later,Later,QR route to upload from a phone,NOT-MENTIONED,Mobile and devices,—,,,
15,Not for us,No,"Customer picks a date only, no time of day",IN-SPEC (not built),Booking widget / customer front door,"PD ""Booking"": shops choose exact appointments or day-based drop-offs — ours offers both; AC-18",,D06,"No; D06 proposes interpreting this as rejecting date-only-exclusive booking, retaining R1 drop-off mode."
9,Not for us,No,"""Where did you hear about us"" capture",NOT-MENTIONED,Booking widget / customer front door,—,,,
30,Not for us,No,2-week view,NOT-MENTIONED,Calendar / diary,—,,,
34,Not for us,No,Per-technician iCal subscription link,NOT-MENTIONED,Calendar / diary,—,,,
44,Not for us,No,Labour goals shown on the calendar,NOT-MENTIONED,Calendar / diary,—,,,
45,Not for us,No,Labour totals and revenue on the day slide-out,NOT-MENTIONED,Calendar / diary,—,,,
51,Not for us,No,Job list as a table,BUILT-in-app,Job list (Services),"MP §3 (workshop diary and jobs); WS §2 ""Digital work order with status""",,D06,
55,Not for us,No,Job list CSV export,IN-SPEC (not built),Job list (Services),"MP TILL-3, ""CSV export of everything""",,,
57,Not for us,No,Column: original booking date,NOT-MENTIONED,Job list (Services),HT§10 item 4 names original date as parity,,,
58,Not for us,No,Column: days since original date (ageing),NOT-MENTIONED,Job list (Services),HT§10 item 4,,,
59,Not for us,No,Bulk cancel,NOT-MENTIONED,Job list (Services),—,,,
60,Not for us,No,Bulk collect,NOT-MENTIONED,Job list (Services),—,,,
61,Not for us,No,Bulk complete,NOT-MENTIONED,Job list (Services),—,,,
69,Not for us,No,Service type on the card,IN-SPEC (not built),Job card,"AC §6 BOOK-04, ""portal uses bookable services, snapshots duration""",,D06,
95,Not for us,No,"""Bike is here"" default",IN-SPEC (not built),Job card,"AC §6 ""Missing: workshop custody"" — check-in, ready, collection",,,
119,Not for us,No,Revised completion estimate visible to the customer,BUILT-in-prototype,"Statuses, SLA and workflow rules","PD ""Delays""; OV P-10",,,
146,Not for us,No,Delivery-not-booked message and reminder,NOT-MENTIONED,Messaging — templates,—,,,
148,Not for us,No,"Fitting message set (booked, reminder, completed, 6-month follow-up, waiver)",NOT-MENTIONED,Messaging — templates,HT§10 lists fittings as deferrable,,,
156,Not for us,No,Resold SMS credit bundles,EXPLICITLY-DEFERRED,Messaging — channels,"CT §6.3, ""Rejected alternative: reselling messaging credits""",,,
163,Not for us,No,Message bundles page,EXPLICITLY-DEFERRED,Messaging — channels,"CT §6.3 (no resale, therefore no bundles)",,,
169,Not for us,No,Approval bound to an immutable estimate version,IN-SPEC (not built),Quotes and approval,AC-26; PD constraint 5; AC §6 INS-04–05,,D02,"No; version-bound approval is proposed internal requirement, pending D02."
171,Not for us,No,"""Send to third party only"" for approval",NOT-MENTIONED,Quotes and approval,—,,,
173,Not for us,No,Approved lines flow into the job's order with no re-entry,IN-SPEC (not built),Quotes and approval,WS §4 W2 item 13; MP INS-3,,D02,No; D02 must decide reviewed application of approved work; no automatic order transfer assumed.
186,Not for us,No,Serial number on the item,BUILT-in-app,Customers and items,"WS §4 W3 item 14, ""Index `serial_number`; it currently has no index""",,D06,No; do not delete existing serial data; D06 resolves item editor overlap.
215,Not for us,No,Technician count capped by subscription tier,NOT-MENTIONED,"Staff, hours and leave","CT §6.3, software is completely free",,,
218,Not for us,No,Mechanic cannot operate the till but can edit work,IN-SPEC (not built),"Staff, hours and leave",AC-25,,,"No; specific mechanic preset excluded, W02 still needs an explicit permissions matrix."
227,Not for us,No,Insight report emails (daily productivity and finance),NOT-MENTIONED,Shop settings,—,,,
246,Not for us,No,Vehicle utilisation reporting,NOT-MENTIONED,Pick-up and delivery,—,,,
249,Not for us,No,Bike fitting as a distinct service line,NOT-MENTIONED,Bike fittings,HT§10 lists fittings as deferrable,,,
250,Not for us,No,"Fitting statuses (Appointment scheduled, Fitting completed)",NOT-MENTIONED,Bike fittings,—,,,
251,Not for us,No,Bike Fittings setup page,NOT-MENTIONED,Bike fittings,—,,,
252,Not for us,No,Fitting waivers,NOT-MENTIONED,Bike fittings,—,,,
259,Not for us,No,"""How did they hear about us"" report",NOT-MENTIONED,Reports,—,,,
260,Not for us,No,Customer and retention reports,NOT-MENTIONED,Reports,—,,,
269,Not for us,No,Rescheduled-bookings report,NOT-MENTIONED,Reports,—,,,
286,Not for us,No,Special orders originating in the workshop system,IN-SPEC (not built),POS integration,"AC §6 PUR-06/JOB-11, ""define one job-to-purchase relationship and its receiving/replanning lifecycle""",,,
299,Not for us,No,Signed one-page print-agent installer,IN-SPEC (not built),Printing,"MP PF-3, ""Partial … it is explicitly unsigned""; AC §6 FD-05/HW-04",,D11,
300,Not for us,No,In-product community feed,IN-SPEC (not built),Community and referral,"MP FOR-1, community forum private to design partners; AC §6 FD-05",,,
301,Not for us,No,Shop Rides widget,NOT-MENTIONED,Community and referral,HT§10 lists community posts and rides as deferrable,,,
302,Not for us,No,Refer & Earn / referral earnings,NOT-MENTIONED,Community and referral,HT§10 lists referral earnings as deferrable,,,
309,Not for us,No,Mechanic inspection on a phone,BUILT-in-prototype,Mobile and devices,"PD ""Inspection""; OV P-06",,D11,
312,Not for us,No,Consumer-facing rider app,EXPLICITLY-DEFERRED,Mobile and devices,"MP §6, ""the rider-owned shareable bike record"" frozen until after G3",,,
313,Not for us,No,Workshop display screens,EXPLICITLY-DEFERRED,Mobile and devices,"WS §4 ""Deliberately deferred"": ""workshop display screens""",,,
